ID;Febrero 2012;Marzo 2012;Abril 2012;Mayo 2012;Junio 2012;Julio 2012;Agosto 2012;Septiembre 2012;Octubre 2012;Noviembre 2012;Diciembre 2012;Enero 2012;Febrero 2013;Marzo 2013;Abril 2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Y
124;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
125;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
127;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
128;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
129;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
130;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
131;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
132;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
133;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
134;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
135;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
136;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
137;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
138;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
139;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
140;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
141;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
142;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
143;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
144;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
145;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
146;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
147;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
148;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
149;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
150;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
151;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
152;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
153;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
154;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
155;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
156;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
157;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
158;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
159;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
160;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
161;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
162;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
163;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
164;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
165;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
166;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
167;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
168;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
169;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
170;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
171;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
172;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
173;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
174;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
175;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
176;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
177;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
178;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
179;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
180;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
181;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;VERDADERO;VERDADERO;FALSO;VERDADERO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
182;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
183;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
184;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
185;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
186;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
187;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
188;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
189;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
190;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
191;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
192;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
193;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
194;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
195;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
196;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
197;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
198;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
199;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
200;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
201;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
202;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
203;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
204;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
205;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
206;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
207;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
208;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
209;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
210;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
211;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
212;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
213;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
214;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
215;VERDADERO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
216;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
217;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
218;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
219;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
220;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
221;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
222;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
223;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
224;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
225;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
226;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
227;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
228;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
229;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
230;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
231;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
232;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
233;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
234;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
235;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
236;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
237;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
238;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
239;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
240;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
241;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
242;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
243;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
244;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
245;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
246;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
247;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
248;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
